FEAT,LAT,LONG,DIMEN( km),MVC#,C1-MIDR,FMIDR,    COMMENTS,NAMES,OTHER CLASSIFICATIONS
LV,24,280.5,1000, 24/280.5LV,30N279,25N284;1,"Centered on Devana Chasma, radar dark irregular center; radar bright and radar dark radial flows; cut by thru-going rift fractures",Theodora Patera,
LV,22,84,400-500, 22/84LV,15N077,25N080;1,Concentric features; radial near summit; radial flows out to 400-500 km diam,[Ereshkigal Corona],"CO, Ref 1"
LV,22,344.5,100, 22/344.5LV,15N352,25N345;1,Central 15-20 km crater,,
LV,22,352,600, 22/352LV,15N352,20N351;1,"radial flows, summit caldera ~50 km; nested calderas ~5 km each on rim of major CD",Sif Mons,
LV,22,359,800, 22/359LV,15N352,20N357;1;301,Rift ~120X50; and 2 calderas (each 30 km) on summit; radial flows ~800 km,Gula Mons,
LV,21,20,500, 21/20LV,15N026,,"clear example of moderate size LV; no caldera, no radial fractures, faint pattern of radial lavas",,
LV,19.5,154,900, 19.5/154LV,15N146,,"Radial flows, central large caldera?~200X100 km; flood-type flows extend to north",,"CO, Ref 1"
LV,19.5,344,100, 19.5/344LV,15N352,,Radial flows w/central 15 km crater,,
LV,19,80,600, 19/80LV,15N077,20N080;1;201;301,Radial flows; central CD 100 km; cluster of 10 km calderas (at least 4) at center; radial fractures buried at center,[Chimon Mana Mons],"CO, Ref 1"
LV,18.5,38,700, 18.5/38LV,15N043,20N038;1;201,central CO 300 km diam w/interior SFC 250 km diam; Radar bright radial flows,,
LV,18.5,211,500, 18.5/211LV,15N215,,Radar bright flank; circular feature ~40 km at center and some small shields and Radar dark associated plains near center,,
LV,18.5,303,180, 18.5/303LV,15N300,,"Radar bright radial flows; center is 20 km domical edifice w/central pit, radial pits and graben",,
LV,18,163,200, 18/163LV,15N163,,radial flows; central small shields; possible very small summit crater <10 km,,
LV,18,303.5,200, 18/303.5LV,15N300,,Radar bright radial flows; center is 25 km CD w/short radial graben surrounded by concentric circumferential graben 50 km diameter,,
LV,17,194,600, 17/194LV,15N197,15N191;1,Radial radar bright flows; centered on Ganis rift,,
LV,16.5,260,400, 16.5/260LV,15N266,15N260;1,"""AR-like"" (50-60 km) center w/superimposed radial patterns; Radar bright digitate radial flow; CO associated",,
LV,16,69,500, 16/69LV,15N077,,Heart shape; thru-going graben; small summit calderas,,
LV,14.5,15.5,500, 14.5/15.5LV,15N009,15N014;1;301,Large CO-like center 250 km to outer concentric margin; many small shields in center; (gradialational from CO to LV?),Sappho Patera,"CO, Ref 1"
LV,14,39,700x900, 14/39LV,15N043,15N037;201,"Central CO 400 km diam w/interior SFC 200 km diam; Radar bright radial flows on W,S, and NE",[Paulova Corona],
LV,14,205,500, 14/205LV,15N197,15N203;1,Central CD ~150 km; Thru-going regional linear fractures; radial flows,,
LV,14,241,500, 14/241LV,15N249,,"Central CD about 15 km; radar bright and radar dark radial flows; cut by Thru-going ""rift"" trend fractures",,
LV,14,247.5,150, 14/247.5LV,15N249,15N248;1,Central CD-like region 20-30 km,,
LV,14,340,400, 14/340LV,15N335,15N340;1,"Complex with SFC-like character, radiating flows; corona-like concentric fractures on NE",,
LV,13.5,274.5,250, 13.5/274.5LV,15N283,,Radar bright and radar dark radial flows; radar bright halo; small shields overlain by radar dark flows; central CD-like 40 km pattern,,
LV,13,211,100x80, 13/211LV,15N215,10N211;1,Radar bright flanks; radar dark and radar bright radial pattern of flows; circular structure ~10 km,,
LV,12,226,450, 12/226LV,15N232,10N228;1,"""Arachnoid-like"" summit area w/smaller AR like features inside; AR on NNE flank",,
LV,11,14.5,600-800, 11/14.5LV,15N009,10N014;1,Radial flows; central SFC-like area; no summit caldera; (gradiational from SFC to LV?),[Anala Corona],"CO, Ref 1"
LV,10,201,150, 10/201LV,15N197,10N200;1,Central disrupted zone ~20 km with some small shields; no summit crater; very faint radial flows,,
LV,10,261.5,600, 10/261.5LV,15N266,,Superimposed CO (9.5/252) (multi-evolutionary history),,
LV,10,274.5,500, 10/274.5LV,15N266,10N273;1,"Good LV example; central circular area ~70 km w/small central pit; flows widen (""pond"") at distal margins (fills circular depression)",[Ku'yapalitsa Mons],
LV,9.5,209.5,300, 9.5/209.5LV,15N215,10N211;1,Radar dark plains and small 10-15 km circular feature at center,,
LV,9.5,308.5,, 9.5/308.5LV,15N300,,Radar bright flows extend to W and may be earlier flows from this LV or represent part of early buried center west of LV at 9.5/308.5,,
LV,9.5,348.5,300, 9.5/348.5LV,15N352,,Radial fractures and radar dark flows within central 60 km area; may have parasitic IV/SFC? vent on NE flank,[Somagalags Corona],"CO, Ref 1"
LV,9,29,500, 9/29LV,15N026,10N031;201,Central caldera about 25 km with surrounding pits and radial fractures,,
LV,9,171.5,500, 9/171.5LV,15N163,10N172;1,Radial flows; fracture pattern; central zone is slightly circular; very small central crater,,
LV,9,188,600, 9/188LV,15N180,10N188;1,Narrow elongate flows; high altitude back-scatter inversion,Sapas Mons,
LV,9,219.5,150, 9/219.5LV,15N215,10N217;1,"""SFC-like"" radial structures; central circular feature ~8 km",,
LV,8.5,255.5,200, 8.5/255.5LV,15N249,,Central CD~10 km; possible 2nd CD to north,,
LV,7,158,150, 7/158LV,00N163,,"Radial flows, central crater ~10 km",,
LV,7,208,300, 7/208LV,00N215,10N211;1,Part of fracture belt and chain of centers for volcanic flows,,
LV,4.5,207.5,400, 4.5/207.5LV,00N215,05N205;1,Part of fracture belt and chain of centers for volcanic flows,,
LV,4,199.5,1000, 4/199.5LV,00N197,05N200;1;201,,"""Ozza"" Mons",
LV,3.5,270,400,3.5/270LV,00N266,05N273;1,"FD-type ~30 km w/circular summit ""CD-like""depression (<10); narrow, digitate flows",[Ong Wuti Mons],
LV,3,81.5,100-150, 3/81.5LV,00N077,05N082;1;301,Very circular w/radial flows and LC rilles,[Habonda Corona],"CO, Ref 1"
LV,3,332,150, 3/332LV,00N335,05N335;1,Brt/Radar dark flows assymetrically around center; w/associated small shields,,
LV,2.5,45.5,300, 2.5/45.5LV,00N043,00N048;201,"Radar dark annulus, radial flows; radar bright center w/complex nested CD's",,
LV,2.5,314,200-250, 2.5/314LV,00N317,,Radial flows; located on fractures radiating from center of LV at 2/316; two SSD?-like features near center,,
LV,2,198,400, 2/198LV,00N197,00N200;1;201,Located on linear trend,,
LV,2,316,800, 2/316LV,00N317,00N318;1,Radial flows from Radar bright fractures; summit SF; complex center w/possible partial SSD?-like feature,,
LV,1.5,222,600, 1.5/222LV,00N215,,SFC-like interior; clear example,,
LV,1,194.5,500, 1/194.5LV,00N197,00N194;1;201,Central caldera similar to Sif; radial system of pits,"""Maat"" Mons",
LV,0,288,300, 0/288LV,00N283,00N290;1,Located on and transected by rift fractures; radial radar bright and radar dark flows extend beyond rift; SFC?-like center,,
LV,-1.5,203.5,400, -1.5/203.5LV,00N197,00N205;1,Elongate edifice,,
LV,-2,194,500, -2/194LV,00N197,00N194;1;201,Located on linear trend,,
LV,-2,256.5,225, -2/256.5LV,00N249,,"Summit CD, circular ~10 km; concentric pattern around CD to 100 km diam; Radar bright radial flows; flows invade edge of CO",,
LV,-3,153,350, -3/153LV,00N146,05S155;1,Corona-like interior ~90 km w/SF in center; lies on fracture belt,[Seia Corona],"CO, Ref 1"
LV,-6,172.5,100, -6/172.5LV,00N180,,radial Radar bright flows; central AR-like region 40x60 km,,
LV,-7.5,221,600, -7.5/221LV,15S215,05S222;1,SFC-like center; possible small caldera in centeral region,,
LV,-8,243,500, -8/243LV,15S249,10S245;1,Central concentric structure w/sfc interior ~200 km,[Pasom Mana Mons],"CO, Ref 1"
LV,-9,214,550, -9/214LV,15S215,10S211;1,SFC-like center; may be very small caldera (uncertain),,
LV,-9,224.5,400, -9/224.5LV,15S232,,Radar bright radial digitate flows; on rift trend; central large circular CD[-9/224.5CD],,
LV,-11,173,600, -11/173LV,15S180,,"""SFC-like"" interior (gradialational to CO-like(?) region) of 200 km diam; radar bright and radar dark digitate radial flows ",,
LV,-11,211.5,500, -11/211.5LV,15S215,10S211;1,SFC-like center; arachnoid-like interior ~150 km,,
LV,-11,355.5,200, -11/355.5LV,15S352,,Narrow mottled radial flows; <10 km caldera; 200 km to radial flow distal margins,,
LV,-12,251,500, -12/251LV,15S249,10S250;1,Radial flows; sfc-like center within large oval corona at center of LV,,
LV,-12.5,261.5,500, -12.5/261.5LV,15S266,15S260;1, Clear example; radar bright radial flows; on end of rift trend; AR-like center; ~130x70 w/10 km circular depression; few small shields,,
LV,-13.5,305.5,110, -13.5/305.5LV,15S300,,Very circular pattern of small-scale radial radar bright/radar dark flows; central radar dark featureless 20 km area w/5 km summit pit,,
LV,-14,164,600, -14/164LV,15S163,15S163;1;201,Radar bright radial flows outside concentric zone; radial fractures or SFC-like center; CO-like concentric structure ~300 km,[Miralaidji Corona],"CO, Ref 1"
LV,-15.5,215,400, -15.5/215LV,15S215,15S214;1;201,clear example; sfc-like center; no apparent caldera,[Tsityostinako Mons],"CO, Ref 1"
LV,-16.5,208,450, -16.5/208LV,15S215,,Arachnoid-like interior; irregular,,
LV,-16.5,255,400, -16.5/255LV,15S249,15S254;1,Radial flows (faint); central multi-AR-like region 100 km; crossed by Thru-going and converging fracture patterns; old?,,
LV,-17,214.5,500x250, -17/214.5LV,15S215,15S214;1;201,Chain; at least 5 FD-like centers w/radial fractures and flows,,
LV,-17.5,244,600, -17.5/244LV,15S249,20S245;1,Radial flows; central SF and faint concentric pattern 100 km; center of LV is within large irregular CO-like feature,,
LV,-18,259,500, -18/259LV,15S266,20S257;1,"Narrow flows,150x100 double AR-like center; transition from LV to AR?; one AR is circular, radar dark interior, 20 km CD(?)  center",,
LV,-18,285,500, -18/285LV,15S283,20S286;1,Radial flows (Radar bright + dk); SFC-like center w/central 70 km CD center; small (<10 km) pits arrayed around center; on rift trend,,
LV,-18.5,292.5,300x220, -18.5/292.5LV,15S300,,Rradial apron of predom. radar dark flows;minor radar bright flows; domical-type (FD-like) summit ~20 km ,,
LV,-19.5,345,200, -19.5/345LV,15S352,,Radial flows; caldera in middle; interior ~10 km circular ring ~70 km; radial flows ~200 km,[Qetesh Corona?],
LV,-20.5,212,250, -20.5/212LV,15S215,20S210;1,"Central circular arachnoid-like ""caldera?""; area of 100 km",,
LV,-20.5,273,200, -20.5/273LV,15S266,,Short radial flows; AR-like center ~80 km; located on rift trend,,
LV,-21.5,238.5,120, -21.5/238.5LV,15S232,,Radial flows; possible summit CD; ,,
LV,-22,291,250, -22/291LV,15S283,,Radar bright radial flows; radar dark central 100 km area; nested central CD ~10-15 km; concentric fractures,,
LV,-24.5,177,400, -24.5/177LV,30S171,25S174;1;201,SFC-like core,,"CO, Ref 1"
LV,-25,323.5,300x500, -25/323.5LV,30S315;301,,Radar bright radial flows; radar dark center,Ushas Mons,
LV,-26,247,250, -26/247LV,30S243,25S247;1,Radar bright radial flows; central CD ~40 km w/rim,,
LV,-28.5,296.5,250, -28.5/296.5LV,30S297,25S296;1,Central domical radar bright (IV-like) summit w/summit CD 10 km diam; radial flows,,
LV,-27.5,262,500, -27.5/262LV,30S261,,Radial flows; CO-like center~200 km; Thru-going rift fractures,,
LV,-28,281,500, -28/281LV,30S279,,Central flooded circular area ~80 km w/radial fractures; Radar bright edifice,[Uretsete mons],
LV,-31.5,228,200, -31.5/228LV,30S225,,Radial flows; summit CD ~15x10 km; located on and buries same structural trend as above,,
LV,-32,100,300, -32/100LV,30S099,,SFC-like interior; radial flows ,,
LV,-33.5,318,300, -33.5/318LV,30S315;201,,Superposes deformation belt; radial narrow digitate flows; central SF w/very sm shields,Nepthys Mons,
LV,-34,86,800+, -34/86LV,30S081,35S083;1,Summit radial graben (sfc-like interior),[Kokyang Wuti Mons],"CO, Ref 3"
LV,-34.5,328.5,450, -34.5/328.5LV,30S333;301,,Small shield and arcuate scarps; radar bright radial digitate flows; may postdate impact craters to south,Innini Mons,
LV,-35,226,100, -35/226LV,30S225,,"Summit CD ~30 km; located on and buries structural ""rift"" trend",,
LV,-38,270,500, -38/270LV,45S265,35S270;1,Radial flows; SFC-like center; well-defined flows located on fracture trend; no CD,,
LV,-38.5,303,750, -38.5/303LV,45S307;201,,Radar bright and Radar dark radial flows; several SSD near center; centered circular CO-like structural pattern 200 km,Tefnut Mons,
LV,-39,324.5,700, -39/324.5LV,45S329;301,,Mottled center w/many sm sh and sm SSD's; some radial digitate flows + fractures,Hathor Mons,
LV,-39.5,296.5,600, -39.5/296.5LV,45S307;201,,Central SSD in larger CO-like pattern; radar bright and radar dark radial flows ,,
LV,-43,28,150, -43/28LV,45S032,,5 to 8 km caldera in center; radial radar bright flows ,[Shiwanokia Corona],
LV,-43,258,200, -43/258LV,45S265,,Central domical rise ~40 km; circular; astride fracture belt; radial flows eveny distributed about center; summit pit?; large CD,,
LV,-45,274,300x225, -45/274LV,45S265,,"Unusual elongated shape; associated small ""digitate"" flows; no CD or summit characteristics; large SSD near center",,
LV,-45.5,294,300, -45.5/294LV,45S286,,Radar bright radial flows; abundant small shields and small pits at center,[Ma'we Mons],
LV,-46.5,215,350, -46.5/215LV,45S223,45S211;1;201,Very radar bright center; radial flows; located on fracture trend oriented NW,Imdr Regio,
LV,-52,283.5,250, -52/283.5LV,45S286,,Subdued radial pattern; Radar bright domical IV-like center 30 km,,
LV,-58.5,351,100+radius, -58.5/351LV,60S347,60S335;1,Radial flows; may have caldera ~50 km diam; western margin covered by SF; source of Mylitta Fluctus?,,
LV,-70,0,600, -70/0LV,75S338;2,,Occurs inside -68/357CO; CO-like center; sm sh in interior; concentric graben; radial sm LC; source for -71.5/346LF + -72/15LF,,
LV?,-2.5,290.5,150, -2.5/290.5LV,00N283,00N290;1,Radar bright digitate flows; transected by fractures oriented at right angle to rift; concentric fracture pattern in CD-like(?) interior ,,
LV?,63.5,88,300, 63.5/88LV,60N070,,Flows radially to 150 km radius from center; central 120 km arachnoid-like area,,
LV?,51,125,<300, 51/125LV,45N117,,Local radar bright/radar dark flows and channels,Jael Mons,
LV?,50,21.5,300, 50/21.5LV,45N011,,"Radar dark center, 30 km;  associated SF, LC",,
LV?,48,314.5,150, 48/314.5LV,45N307,,Radar bright and radar dark flows; located on a fracture trend; central circular region 50 km in diameter,,
LV?,47,335.5,160, 47/335.5LV,45N329,,Not well-defined; radial radar bright and radar dark flows; cluster of radar bright vents(?) at center,,
LV?,40.5,8.5,100, 40.5/8.5LV,45N011,,radiating flows extend to 150 km from center,,
LV?,32,244.5,150, 32/244.5LV,30N243,,"Summit caldera ~15 km; larger concentric patterns; radial flow pattern; may have ""FD-like"" ridge feature on south flank",,
LV?,28.5,326.5,110,28.5/326.5LV,30N333;2,,Radar bright central annulus 40 km; radial flows to 150 km(?); radial fractures,,
LV?,4,322,400,4/322LV,00N317;301,,Radar bright radial flows to the west; cut by local structural trend on east; summit peak? 5 km diam w/pit?,,
LV?,2.5,301.5,450, 2.5/301.5LV,00N300,05N301;1,"Radar bright radial flows; 35 km circular central structure (CD? w/SSD?); sm shields interior, FD(?) on flanks; in large CO-like (?) pattern",,
LV?,0,34,>400, 0/34LV,00N026,00N037;201,Identified from radial flows extending toward W into 00N026,,
LV?,-6.5,295.5,300, -6.5/295.5LV,00N300,05S295;1,Assymetric; Radar bright radial flows to east; apparent center located in margin of tessera,,
LV?,-9,305.5,250, -9/305.5LV,15S300,10S307;1,Narrow digitate radial flows; central radar bright flat-top SSD? w/slight FD-like ridges on margin,,
LV?,-42,279,700x500, -42/279LV,45S286,40S279;1,Radar bright radial flows; CO-like pattern in central 400 km; SFC-like pattern (250 km) and SF on rim of CO; elongate graben in center,,
LV?,-43.5,309,500, -43.5/309LV,45S307;201,,Center is in data gap; radial flows and radial structure pattern visible,,
LV?,-43.5,321.5,150, -43.5/321.5LV,45S329;202,,Radar bright domical FD-like center; radial flows; some characteristics of impact in vicinity?,,
LV?,-45.5,287,450, -45.5/287LV,45S286,,Irregular AR-like center 200x150 km; irregular IV in interior of AR-like center,,
LV?,-69,90,350, -69/90LV,75S068;201,,Radial Radar bright flows; central sm sh,,
SFC,69,88,100, 69/88SFC,75N074,,Associated small shields; radial flows?,,
SFC,68,282.5,200x100, 68/282.5SFC,75N299,,Located inside Feronia Corona,,
SFC,66.5,278,150, 66.5/277SFC,60N263,,Clear example of SFC-type structure,,
SFC,63.5,90,200, 63.5/90SFC,60N097,,80 km disrupted center,,
SFC,54,18,250-300, 54/18SFC,60N014,,"Radially disrupted; suggestion of central concentric patterns; ""proto-corona"" appearance.",[Haumea Corona],"CO, Ref 1"
SFC,53,151,100, 53/151SFC,60N153,55N152;1,Radial flows to 200 km,[Ciaucoatl Corona],
SFC,34,21.5,150, 34/21.5SFC,30N027,,"clear example, radial pattern distinct",[Lilinau Corona],"CO, Ref 1"
SFC,29,348,150, 29/348SFC,30N351,,"Radar dark ""flooded center; some associated circular structure",,"CO, Ref 1"
SFC,27,342,250, 27/342SFC,30N333,25N345;1;301,clear example; on Zorile Dorsa,[Mesca Corona],"CO, Ref 1"
SFC,24,346.5,60, 24/346.5SFC,30N351,25N345;1;301,Fractures extend up to 250 km,,
SFC,22.5,256.5,150, 23/256.5SFC,30N261,25N259;1,Subdued appearance,,
SFC,18.5,37.5,250,18.5/37.5SFC,15N043,,Located at center of 18.5/37.5CO which is in the interior of 18.5/38LV,,
SFC,17.5,252,220, 17.5/252SFC,15N249,,"With central circular ""CD-like"" interior feature ~25 km; lies within CO 16.5/252",,
SFC,17,48,200, 17/48SFC,15N043,15N049;201;301,Defined by radial pits as well as graben; may be at intersection of 2 CO,,
SFC,17,234,220, 17/234SFC,15N232,15N237;1,,,"CO, Ref 1"
SFC,14.5,39,200,14.5/39SFC,15N043,,Located in the center of14.5/40CO in interior of 14/39LV,,
SFC,12.5,49,300x200, 12.5/49SFC,15N043,10N048;201;301,May be interior to not well-defined CO-like structure 550 km in diameter,,
SFC,11.5,37,300x200, 11.5/37SFC,15N043,,Central pits and small radar dark flows,,
SFC,11,14.5,200,11/14.5SFC,15N009,,Center of 11/14.5LV; radial structure appears to be source of some flows,,
SFC,9,68,225, 9/68SFC,15N060,,,[H'Uraru Corona],"CO, Ref 1"
SFC,-5,250.5,150, -5/250.5SFC,00N249,05S250;1,,,
SFC,-6.5,251,150, -6.5/251SFC,00N249,05S251;1,Associated radial flows to south (could be proto-LV),,
SFC,-7.5,221,150, -7.5/221SFC,15S215,,Located in interior of -7.5/221LV,,
SFC,-8,243,200, -8/243SFC,15S249,10S246;1,Radial structure at center of LV at -8/243; clear example of SFC-type associated w/LV,,
SFC,-8.5,47,250, -8.5/47SFC,15S043,,Associated radial flows,,
SFC,-8.5,106.5,130, -8.5/106.5SFC,15S112;201,,,,
SFC,-9,109,150, -9/109SFC,15S112;201,,Thru-going fractures from rift(?) zone,,
SFC,-9,214,200, -9/214SFC,15S215,,Located in interior of -9/214LV,,
SFC,-10.5,47,100, -10.5/47SFC,15S043,,,,
SFC,-11,172.5,300, -11/172.5SFC,15S180,,Located in interior of -11/173LV,,
SFC,-11,211,200, -11/211SFC,15S215,,Located in interior of -11/211.5LV; radial lava flows,,
SFC,-12,251,200, -12/251SFC,15S249,,Associated with -13/250 CO and -12/256LV,,
SFC,-14,164,350, -14/164SFC,15S163,,Located in interior of -14/164LV; radar dark center; symmetrical,,
SFC,-15,215,200, -15/215SFC,15S215,,Located in interior of -15.5/215LV,,
SFC,-16,205.5,100, -16/205.5SFC,15S197,,,,
SFC,-16.5,162,200, -16.5/162SFC,15S163,15S163;1;201,Radar dark sfc; on edge of Dali Chasma,,
SFC,-20,102,100-150, -20/102SFC,15S095;2,,Well-defined plexus of radiating fractures,,
SFC,-20,335,200, -19/335SFC,15S335,,Associated SF; central region inundated by radar dark flows,,
SFC,-22,271,150, -22/271SFC,15S266,,Located on rift trend; superposed on AR; associated flows?,,
SFC,-27.5,273,250, -27.5/273SFC,30S279,30S275;1,Clear example,,"CO, Ref1;CO, Ref 3"
SFC,-28,232,250, -28/232SFC,30S225,,Some radial flows to SW,,"CO, Ref 1"
SFC,-30,95,50, -30/95SFC,30S099,,,,
SFC,-32,95,100, -32/95SFC,30S099,,,,
SFC,-32,99.5,200, -32/99.5FC,30S099,,Located on margins of CO-like structure; some radial lava flows,[Tai Shan Corona],"CO, Ref 1"
SFC,-32,276,100, -32/276SFC,30S279,30S275;1,Radial flows; located in CO,,
SFC,-34.5,287.5,150, -34.5/287.5SFC,30S279,35S290;1,Possible associated radial flows; possibly LV,,
SFC,-36,150,200, -36/150SFC,30S153,,Radar bright radial structure; radar dark center,[Annapurna Corona],"CO, Ref 1"
SFC,-37,3,200, -37/3SFC,30S009,40S004;1,,[Carpo Corona],"CO, Ref 1;CO, Ref 3"
SFC,-37,136.5,150, -37/136.5SFC,30S135,40S138;1,"Radar dark surface, central small shield volcano",,
SFC,-38,245.5,200, -38/245.5SFC,45S244,40S244;1,"Irregular, some radial flows?",,
SFC,-39.5,296.5,150, -39.5/296.5SFC,45S307;201,,Center of -39.5/296.5LV,,
SFC,-42,75,200, -42/75SFC,45S074,40S074;1,Superposed on -43/75CO,,
SFC,-45.5,303.5,150, -45.5/303.5SFC,45S307;201,,Located on rim of -47/302CO,,
SFC,-47.5,58,200, -47.5/58SFC,45S053;202,,Small digitate flows; may be source for large flow field to the north and southwest (-43.5/57LF + -49/55LF),,
SFC,-49,85,150, -49/85SFC,45S074,50S088;1,,,
SFC,-49,85,100, -49/85SFC,45S096,50S088;1,Post-dates AR at -47/84,[Makh Corona],"CO, Ref 1"
SFC?,32,312,70 miSFC., 32/312SFC,30N315,,May have sm (5 km) circular caldera at center,,
SFC?,20,24,225, 20/24SFC,15N026,,,,
SFC?,-16,57.5,200, -16/57.5SFC,15S060;201,15S054;201,Radar dark surface; flooded by surrounding radar dark plains?; may be flooded tessera?,,
SFC?,-17,203.5,150x100, -17/203.5SFC,15S197,,Located on structural trend,,
SFC?,-20.5,193.5,150, -20.5/193.5SFC,15S197,,,,
SFC?,-26,238,150, -26/238SFC,30S243,,Radar dark interior; radial straucture; SF scattered uniformly around structure and at center,,
SFC?,-42,278,200, -42/278SFC,45S286,,Interior of -42/279.5CO and -42/279LV,,
SFC?,-59.5,56,150, -59.5/56SFC,60S070;201,,,,
SF,82.5,167,100, 82.5/167SF,75N164,,All associated with radar bright material,,
SF,82,215,150, 82/215SF,75N209,,,,
SF,81,190,100, 81/190SF,75N164,,Located in plains w/radar bright material,,
SF,80.5,166.5,100, 80.5/166.5SF,75N164,,Located on ridge w/radar bright material,,
SF,79,216,220x150, 79/216SF,75N209,,High # density,,
SF,79,255,150, 79/255SF,75N209,,Located on structural ridge trend,,
SF,79,255,150, 79/255SF,75N254,,Moderate # density; appears to cover regional fractures,,
SF,78.5,191,100, 78.5/191SF,75N164,,Associated w/Radar bright material,,
SF,78.5,355,200x100, 78.5/355SF,75N338,,,,
SF,77.5,250,100, 77.5/250SF,75N209,,,,
SF,76.5,264,75, 76.5/264SF,75N254,,Moderate # density,,
SF,76,185,200x600,  76/185SF,75N164,,Arrayed along ridge,,
SF,75.5,200,130x80, 75.5/200SF,75N209,,Located on structural ridge trend,,
SF,75,285,50, 75/285SF,75N299,,Moderate # density,,
SF,74.5,100,60x80, 74.5/100SF,75N074,,,,
SF,74,0,80, 74/0SF,75N338,,Minor,,
SF,74,10,250x100, 74/10SF,75N029,,"Elongate, margin of tessera",,
SF,74,100,150, 74/100SF,75N119,,Equant;  includes some flat top IV,,
SF,74,150,225x150,  74/150SF,75N164,,Associated with radar bright linear streaks,,
SF,74,270,100, 74/270SF,75N299,,Moderate # density,,
SF,73.5,358,100, 73.5/358SF,75N338,,,,
SF,73,105,100, 73/105SF,75N074,,,,
SF,72.5,95,60, 72.5/95SF,75N074,,,,
SF,72.5,230,100, 72.5/230SF,75N209,,,,
SF,71.5,210,220x150, 71.5/210SF,75N209,,Located on structural ridge trend,,
SF,68.5,38,200x150,68.5/38SF,75N029;301,,Located on intra-tessers plains; some small shields on tessera; unusual SF,,
SF,68.5,163,200, 68.5/163SF,75N164,,Low # density; assoc'd w/radar bright linear streaks,,
SF,67,195,100X200, 67/195SF,60N208,,,,
SF,67,227,150, 67/277SF,60N236,,,,
SF,66.5,304.5,50, 66.5/304.5SF,60N319,,Sm Radar bright shields,Bremer Patera,
SF,66,64,100, 66/64SF,60N070,,Low # density,,
SF,66,253,130, 66/253SF,60N236,,Located on interior of CO,,
SF,65.5,61,150, 65.5/61SF,60N042,,,,
SF,65,45,100,65/45SF,60N042;301,,Moderate # density; intra-tessera plains,Pocahontas Patera?,
SF,64,228,80, 64/228SF,60N236,,,,
SF,63.5,56,100, 63.5/56SF,60N042,,,,
SF,63,75,200, 63/75SF,60N070,,,,
SF,63,227,<80, 63/277SF,60N236,,,,
SF,62.5,70,150, 62.5/70SF,60N070,,Low # density,,
SF,62,192,100, 62/192SF,60N180,,Local clusters along rifts,,
SF,61.5,279,75, 61.5/279SF,60N263,,Small sized shields w/ associated small digitate flows,,
SF,61.5,280,50, 61.5/280SF,60N291,,"Radar bright shields, associated Radar bright and Radar dark digitate flows to NE; moderate # density",,
SF,61,33,200x150,61/33SF,60N042;301,,Low # density; intra-tessera plains,,
SF,61,110,250x200, 61/110SF,60N125,,Marginal field; low # density,,
SF,60,85,1000x200, 60/85SF,60N097,,Elongate along rift(?) structural trend,,
SF,60,225,100, 60/225SF,60N236,,,,
SF,59,155,700, 59/155SF,60N153,,Large field,,
SF,59,165,300, 59/165SF,60N180,,Low # density; radar bright/steep-sided shields,,
SF,59,250,200, 59/250SF,60N236,,Possible associated short flow field,,
SF,59,302,250, 59/302SF,60N291,,Partially superposed by regional fractures; moderate # density,,
SF,58,31.5,150,58/31.5SF,60N042;301,,Located on rim of 58/28CO; unusually large pits,,
SF,58,198,300X200, 58/198SF,60N208,,Irregular low # density; mostly on margin of ridge system,,
SF,57.5,213,200X200, 57.5/213SF,60N208,,Broad region betweeSFC ridge belts; mottled flows,,
SF,57,354,100, 57/354SF,60N347,,Small cluster,,
SF,56.5,317,400, 56.5/317SF,60N319,,"Broad field in Ut Rupes region; Radar bright shields w/Radar dark aprons, may be flooded",,
SF,56,87,350, 56/87SF,60N097,,Located in Radar dark plains; Radar bright halos,,
SF,56,196,80, 56/196SF,60N208,,Cluster of a few larger small shields in very Radar dark plains; one shield is a steep fluted type,,
SF,56,218,70,56/218SF,60N208,,Source for 56/218LF,,
SF,56,237,225x100, 56/237SF,60N236,,,,
SF,55.5,200.5,50, 55.5/200.5SF,60N208,,Associated radar dark flows embaying tessera,,
SF,55,206,150, 55/206SF,60N208,,Located on ridge belt; covers ridges w/associated radar dark material,,
SF,55,230,100, 55/230SF,60N236,,"""Radar dark"" shields common",,
SF,54.5,105,350, 54.5/105SF,60N097,,Low # density,,
SF,53.5,20,100, 53.5/20SF,60N014,,,,
SF,53.5,167,150-100, 53.5/167SF,60N180,,,,
SF,53.5,292,100, 53.5/292SF,60N291,,Small radar bright shields; in western interior of Demeter Corona; high # density,,
SF,52.5,209,100, 52.5/209SF,60N208,,Associated radial flows,,
SF,52,163,250, 52/163SF,45N159,,Radar bright haloes,,
SF,52,351,225x150, 52/351SF,45N350,,Similar to above,,
SF,51.5,119,225, 51.5/119SF,45N117,,,,
SF,51.5,324.5,120x80,,45S329;202,,Located on plains that embay local structural trend; associated radar bright material,,
SF,51,113,300, 51/113SF,45N117,,,,
SF,50.5,194,80, 50.5/194SF,45N202,,,,
SF,50,107,150x100, 50/107SF,45N096,,,,
SF,50,342,250x100, 50/342SF,45N350,,Radar dark flows radiating to south,,
SF,49.5,229,150, 49.5/229SF,45N223,,,,
SF,48.5,60,80, 48.5/60SF,45N053,,High # density cluster of overlapping small shields,,
SF,48.5,60,200, 48.5/60SF,45N053,,,,
SF,48.5,233.5,80, 48.5/233.5SF,45N223,,,,
